33000001	3	4.5	6.4	0	0	0	7.75	7.5	6.5	5.94	7.75	3
33000007	7.6	7	5.6	0	0	0	7.75	8	5	6.83	8	5
33000002	7	9.25	8.4	0	0	0	9.25	8	6	7.98	9.25	6
33000008	2.8	6.5	7.2	0	0	0	9.5	8	4.75	6.46	9.5	2.8
33000006	8	8	8.2	0	0	0	9	8.5	6	7.95	9	6
33000003	8.6	6.5	6.8	0	0	0	9.25	6.75	5	7.15	9.25	5
33000004	8.6	8	6.2	0	0	0	9	7	4	7.13	9	4
33000005	0	7.25	4.6	0	0	0	0	7.25	5.25	6.09	7.25	5.25
33000009	5.2	4.5	8.4	4.25	6.75	6.5	0	0	0	5.93	8.4	4.25
33000012	3	6.25	4.8	0	0	0	7.75	7	3.25	5.34	7.75	3
33000010	2.2	6.75	4.6	0	0	0	8	6.25	5.25	5.51	8	2.2
33000015	4.6	5.25	5.8	0	0	0	8	8.25	3.5	5.9	8.25	3.5
33000013	4.8	6.75	7.4	2.75	7.75	5.75	0	0	0	5.87	7.75	2.75
33000011	4.6	6	6.8	0	0	0	9	7.5	6.75	6.77	9	4.6
33000014	3.4	6	6.2	0	0	0	8.5	4.75	3.5	5.39	8.5	3.4
33000016	9.8	8.5	8	0	0	0	9.75	8	9	8.84	9.8	8
33000018	2.6	6.25	7.2	0	0	0	9.25	8.25	6.5	6.67	9.25	2.6
33000019	5.8	7.5	7.8	0	0	0	6.75	6.25	3.25	6.23	7.8	3.25
33000017	2.2	5	7.6	0	0	0	9	7	5.25	6.01	9	2.2
33000021	7	6.75	6.6	0	0	0	8.5	6.75	4.25	6.64	8.5	4.25
33000020	5.6	8	7.2	0	0	0	8.75	8	5.75	7.22	8.75	5.6
33000023	6.8	7.25	8.4	7.75	8.5	4.75	0	0	0	7.24	8.5	4.75
33000022	8.4	8	8.4	0	0	0	9.25	7	4.25	7.55	9.25	4.25
33000024	7.6	7	7.4	0	0	0	7.75	6.75	3.5	6.67	7.75	3.5
33000028	6.8	7	7.8	0	0	0	7	6.25	4	6.48	7.8	4
33000026	5.2	7.25	6.8	0	0	0	7.5	5.25	3.5	5.92	7.5	3.5
33000025	3.2	3.5	5.2	0	0	0	8	5.75	2.75	4.73	8	2.75
33000027	9.6	8.75	9	0	0	0	9.25	7.5	6	8.35	9.6	6
33000029	3.2	5.5	4	0	0	0	8.25	6	4.25	5.2	8.25	3.2
33000032	2.6	4	4	0	0	0	6.25	5.75	3.5	4.35	6.25	2.6
33000030	2.6	5.75	4.8	0	0	0	8.25	6.25	3.25	5.15	8.25	2.6
33000031	6.6	6.5	5.6	0	0	0	8.75	7.25	5.75	6.74	8.75	5.75
33000033	4.6	6.25	7.2	0	0	0	9.5	6.75	5.5	6.63	9.5	4.6
33000034	3.6	7	4.2	0	0	0	6.75	5.25	4.75	5.26	7	3.6
33000035	7.6	6.75	9.2	4.25	8.5	7.25	0	0	0	7.26	9.2	4.25
33000037	9	8.5	7.8	0	0	0	8.25	7.75	4.5	7.63	9	4.5
33000036	3.8	6.75	8	6	8.25	5.5	0	0	0	6.38	8.25	3.8
33000038	4.2	5.5	5.4	0	0	0	7.5	7	3.75	5.56	7.5	3.75
33000039	2.2	6	5.2	0	0	0	6.75	6.5	3.25	4.98	6.75	2.2
33000040	4.6	7.25	8	7.25	7.25	4.75	0	0	0	6.52	8	4.6
33000041	6	5.5	8.6	3	7.5	8.75	0	0	0	6.56	8.75	3
33000042	7	5.25	7	3.75	4.25	6.75	0	0	0	5.67	7	3.75
33000044	2.6	6	4	0	0	0	8	7.75	3.75	5.35	8	2.6
33000043	3.2	5.75	4.2	0	0	0	8.75	6.75	3.75	5.4	8.75	3.2
33000047	3.8	5.5	7	0	0	0	8.5	6.5	4	5.88	8.5	3.8
33000045	5.8	6	8.6	5.25	7.5	7.25	0	0	0	6.73	8.6	5.25
33000046	3.2	4.25	6.4	0	0	0	9.25	6.75	4	5.64	9.25	3.2
33000050	5.2	6	3.6	0	0	0	7.25	5.25	2	4.88	7.25	2
33000048	5.8	5	6	0	0	0	8.5	6.75	5.25	6.22	8.5	5
33000051	3.4	7	5.2	0	0	0	8	6.75	5	5.89	8	3.4
33000049	4.2	5.25	7.6	8.5	8.25	4.25	0	0	0	6.34	8.5	4.2
33000053	1.8	4.75	5.4	0	0	0	5.75	6.25	1.75	4.28	6.25	1.75
33000054	3.2	5.75	4.2	0	0	0	8.25	5.5	3.25	5.02	8.25	3.2
33000052	4.6	4	5.4	0	0	0	8.75	6.5	3.75	5.5	8.75	3.75
33000055	8.4	7.25	8.4	5.75	6.75	7.5	0	0	0	7.34	8.4	5.75
33000056	2.6	6.5	6	0	0	0	9.25	7.25	5	6.1	9.25	2.6
33000057	4.8	6.5	7.6	5.5	7	4.75	0	0	0	6.02	7.6	4.75
33000058	1.2	6	4.6	0	0	0	0	0	3.5	3.82	6	1.2
33000060	4.8	7.75	5.6	0	0	0	8.5	6.75	4.25	6.27	8.5	4.25
33000063	2.8	5.75	6.8	0	0	0	8	7.25	3	5.6	8	2.8
33000062	3.8	6.5	6.6	0	0	0	9	7.75	3.75	6.23	9	3.75
33000064	4.2	6.5	8	0	0	0	9.5	7.25	8.25	7.28	9.5	4.2
33000061	3	6.75	4.2	0	0	0	7.25	7.5	5.75	5.74	7.5	3
33000065	3.2	6	5.2	0	0	0	8	5.75	6.25	5.73	8	3.2
33000059	2.8	5.5	7.8	5.5	7	6.25	0	0	0	5.81	7.8	2.8
33000066	3.4	5	4.8	0	0	0	8.25	6.25	5.25	5.49	8.25	3.4
33000067	3.6	5.25	4.2	0	0	0	8.25	6	4	5.22	8.25	3.6
33000071	4	4.75	6.8	0	0	0	8.75	6	3.5	5.63	8.75	3.5
33000068	8	6.75	8.8	4.75	8.75	8	0	0	0	7.51	8.8	4.75
33000070	7.2	8	6.8	0	0	0	8.5	8.5	4.25	7.21	8.5	4.25
33000073	6.2	7	5	0	0	0	8	7.25	4.25	6.28	8	4.25
33000069	2.6	5	5.6	0	0	0	8	7.5	6.25	5.83	8	2.6
33000072	2.6	4.75	8	3.25	6.75	8	0	0	0	5.56	8	2.6
33000074	8.6	6.5	8	6.25	8.25	7.5	0	0	0	7.52	8.6	6.25
33000075	6.8	4.75	8.2	5.25	4.75	7.5	0	0	0	6.21	8.2	4.75
33000076	5.8	7.5	7.6	0	0	0	8.75	7.25	4.25	6.86	8.75	4.25
33000077	1.8	5.75	3.8	0	0	0	8.75	5.25	2.25	4.6	8.75	1.8
33000078	5	8	8.2	7	9	6.25	0	0	0	7.24	9	5
33000080	3.8	5.75	4.6	0	0	0	9.25	5.75	6.25	5.9	9.25	3.8
33000079	9	7	8.4	5.75	5.75	7	0	0	0	7.15	9	5.75
33000081	3.6	4	4.4	0	0	0	7.75	6.5	3	4.88	7.75	3
33000083	5.2	6.75	7.8	4.75	7	6.75	0	0	0	6.38	7.8	4.75
33000082	7.4	7.75	7.4	6.75	6.75	5.75	0	0	0	6.97	7.75	5.75
33000088	3.2	2.5	3.2	0	0	0	6	5	3.75	3.94	6	2.5
33000086	5.4	8	7	0	0	0	7.75	7.5	5	6.77	8	5
33000084	7.8	6.75	6.4	0	0	0	8.5	8	5.75	7.2	8.5	5.75
33000085	4.4	6.5	5.2	0	0	0	6.75	5.75	2.25	5.14	6.75	2.25
33000089	2.8	6.75	7.8	0	0	0	9.5	7	5.75	6.6	9.5	2.8
33000087	6.8	5	7.8	4.25	6.5	6.75	0	0	0	6.18	7.8	4.25
33000090	3.2	6.5	6	0	0	0	9.5	8.5	4	6.28	9.5	3.2
33000091	4.6	6.25	6.2	0	0	0	9.25	7.25	5	6.42	9.25	4.6
33000093	5	8	6.4	0	0	0	8	6	4	6.23	8	4
33000094	8.8	8	8.4	0	0	0	8.75	6.75	5.75	7.74	8.8	5.75
33000092	7.4	7	7.6	5.75	7.75	7.25	0	0	0	7.12	7.75	5.75
33000097	8.2	8	7.2	0	0	0	9.25	7	5.75	7.57	9.25	5.75
33000098	9.4	6	9.4	5.75	5	8.25	0	0	0	7.3	9.4	5
33000095	4.8	7.5	7.4	0	0	0	8.5	7.75	6.5	7.08	8.5	4.8
33000096	4.4	6.25	7.2	0	0	0	9.75	6	6	6.6	9.75	4.4
33000100	8	4.75	8.8	4.75	8.25	8.75	0	0	0	7.22	8.8	4.75
33000099	6	8.75	6.4	0	0	0	9.5	8.25	8.25	7.86	9.5	6
33000103	7.4	8	5	0	0	0	7	7.5	2.75	6.27	8	2.75
33000101	4.8	6.75	8.4	0	0	0	9.25	9.5	9.25	7.99	9.5	4.8
33000104	5.4	7	8.6	5.75	8.25	7.25	0	0	0	7.04	8.6	5.4
33000102	8.4	5.5	7.6	1.75	3.5	7.25	0	0	0	5.67	8.4	1.75
33000105	3.2	6	4.4	0	0	0	8	6.75	1.5	4.98	8	1.5
33000106	2.8	5.75	5.8	0	0	0	9.25	7.5	4.5	5.93	9.25	2.8
33000108	5.8	6.5	5.4	0	0	0	8.25	7	2.75	5.95	8.25	2.75
33000109	9.8	8.5	7.6	0	0	0	8.75	7.75	5	7.9	9.8	5
33000107	6.6	7	7.8	0	0	0	9	7.75	5.75	7.32	9	5.75
33000111	5.8	6.75	6.6	0	0	0	7.5	7	3.25	6.15	7.5	3.25
33000112	4.6	6	7.2	5.25	8	7.5	0	0	0	6.42	8	4.6
33000115	3.6	6.25	6.6	0	0	0	9.5	8	7.25	6.87	9.5	3.6
33000114	7.6	7.75	8.4	0	0	0	7.5	7.25	5	7.25	8.4	5
33000113	6.2	6.75	8.6	0	0	0	6.25	6.5	3	6.22	8.6	3
33000110	5	6.5	6	0	0	0	6.75	5.5	2	5.29	6.75	2
33000116	3.2	6.25	5.2	0	0	0	9.75	6.5	3.5	5.73	9.75	3.2
